perf_id,campaign_id,inf_id,post_date,post_url,actual_cost,impressions,clicks,conversions,revenue,genai_comment_summary
152,DALBA-CAMP-059,ujin71_tiktok,2025-10-28,https://instagram.com/p/3x+2Gptfa)3,2422291,202925,2553,15,693210,긍정 91%. '광채' 키워드 언급 다수.
153,DALBA-CAMP-004,haeunjo_tiktok,2025-10-28,https://instagram.com/p/J6N!6Cbn^dl,1524735,46393,525,2,87140,긍정 88%. '패키징' 키워드 언급 다수.
154,DALBA-CAMP-170,migyeong71_tiktok,2025-10-28,https://instagram.com/p/_I7Tx7pm)ab,3619579,347483,11975,333,13706613,긍정 75%. '광채' 키워드 언급 다수.
155,DALBA-CAMP-153,zgim_tiktok,2025-10-28,https://instagram.com/p/@zw1kUGy&bh,1696319,28544,888,18,671112,긍정 92%. '향기' 키워드 언급 다수.
156,DALBA-CAMP-112,ujin84_tiktok,2025-10-28,https://instagram.com/p/*r_4QJurE8l,1915235,55664,1598,45,2544435,긍정 86%. '패키징' 키워드 언급 다수.
157,DALBA-CAMP-194,jiugim_tiktok,2025-10-28,https://instagram.com/p/i^6G*1LoT9R,923080,17293,630,7,242739,긍정 81%. '패키징' 키워드 언급 다수.
158,DALBA-CAMP-051,gimjia_youtube,2025-10-28,https://instagram.com/p/^5i!niG5vHG,4651920,189543,4820,49,1923299,긍정 86%. '흡수력' 키워드 언급 다수.
159,DALBA-CAMP-001,sujin20_youtube,2025-10-28,https://instagram.com/p/n%84gKPtK8+,1021185,53722,1644,15,669630,긍정 94%. '광채' 키워드 언급 다수.
160,DALBA-CAMP-181,ryuyeongsun_instagram,2025-10-28,https://instagram.com/p/EDcqk!2r9+e,1450360,67093,3248,49,2243857,긍정 70%. '광채' 키워드 언급 다수.
161,DALBA-CAMP-147,qgim_youtube,2025-10-28,https://instagram.com/p/#E*19U$eWY@,1293138,51869,629,8,249960,긍정 87%. '향기' 키워드 언급 다수.
162,DALBA-CAMP-018,wgim_instagram,2025-10-28,https://instagram.com/p/r&$$b9VjssH,4043096,325579,10062,176,9229440,긍정 95%. '광채' 키워드 언급 다수.
163,DALBA-CAMP-024,ri_youtube,2025-10-28,https://instagram.com/p/C@W&6gTdJ0C,898536,24173,1090,22,1051644,긍정 89%. '광채' 키워드 언급 다수.
164,DALBA-CAMP-074,nhan_youtube,2025-10-28,https://instagram.com/p/$D5@hFq(fiV,4093836,103537,4039,21,826161,긍정 81%. '패키징' 키워드 언급 다수.
165,DALBA-CAMP-002,cunja77_instagram,2025-10-28,https://instagram.com/p/#mD$Yo*sCa3,1450148,132030,4685,64,3494848,긍정 94%. '광채' 키워드 언급 다수.
166,DALBA-CAMP-127,gimmyeongja_youtube,2025-10-28,https://instagram.com/p/)2^P7L5pVYq,4415622,328737,11778,333,13196124,긍정 85%. '패키징' 키워드 언급 다수.
167,DALBA-CAMP-185,ogja78_tiktok,2025-10-28,https://instagram.com/p/NJNbv1Nfm%1,3927959,270716,5169,142,8515740,긍정 81%. '향기' 키워드 언급 다수.
168,DALBA-CAMP-024,yi_youtube,2025-10-28,https://instagram.com/p/W6SYwifo^BS,2490423,25184,876,14,766836,긍정 75%. '향기' 키워드 언급 다수.
169,DALBA-CAMP-085,yeongceol50_instagram,2025-10-28,https://instagram.com/p/z4plnkUn@2O,145979,10021,375,5,298885,긍정 89%. '광채' 키워드 언급 다수.
170,DALBA-CAMP-062,jeonghun48_youtube,2025-10-28,https://instagram.com/p/)AETK8tqeM9,1437941,104898,2862,67,2026482,긍정 93%. '광채' 키워드 언급 다수.
171,DALBA-CAMP-106,jeongsuji_tiktok,2025-10-28,https://instagram.com/p/^9npZYwg@RV,4080700,64987,1659,14,800716,긍정 91%. '향기' 키워드 언급 다수.
172,DALBA-CAMP-045,yeeungim_instagram,2025-10-28,https://instagram.com/p/$AjYK361Q9P,3517800,291743,14242,227,7048577,긍정 82%. '광채' 키워드 언급 다수.
173,DALBA-CAMP-157,yeongsig29_youtube,2025-10-28,https://instagram.com/p/_8STw2yb^V$,3628069,318662,15914,155,5706635,긍정 82%. '패키징' 키워드 언급 다수.
174,DALBA-CAMP-006,iujin_instagram,2025-10-28,https://instagram.com/p/ckg+0GxE7dW,4379813,416055,6721,86,4312728,긍정 87%. '패키징' 키워드 언급 다수.
175,DALBA-CAMP-122,yeonghyigim_tiktok,2025-10-28,https://instagram.com/p/&D6pYjc143b,3277991,195382,4825,107,6188880,긍정 85%. '흡수력' 키워드 언급 다수.
176,DALBA-CAMP-040,jihyeoni_youtube,2025-10-28,https://instagram.com/p/dV+4RQbvUE!,4426201,84851,2347,22,1010086,긍정 77%. '패키징' 키워드 언급 다수.
177,DALBA-CAMP-167,sujin20_youtube,2025-10-28,https://instagram.com/p/@vCJx!sFE6L,2830744,135781,4863,142,5141394,긍정 82%. '향기' 키워드 언급 다수.
178,DALBA-CAMP-056,cunjagim_instagram,2025-10-28,https://instagram.com/p/!MHbvi#C&36,4213398,185392,8743,92,4653268,긍정 73%. '패키징' 키워드 언급 다수.
179,DALBA-CAMP-098,seoyeong70_instagram,2025-10-28,https://instagram.com/p/Gj2TWBbx)I!,3540965,231891,5190,57,2127354,긍정 92%. '향기' 키워드 언급 다수.
180,DALBA-CAMP-136,ogim_youtube,2025-10-28,https://instagram.com/p/!2Hg$l#l!k@,612664,14237,148,2,68766,긍정 89%. '광채' 키워드 언급 다수.
181,DALBA-CAMP-082,iju_instagram,2025-10-28,https://instagram.com/p/n2mzdNp3!4U,1474667,91593,1304,9,280836,긍정 86%. '패키징' 키워드 언급 다수.
182,DALBA-CAMP-195,qbag_tiktok,2025-10-28,https://instagram.com/p/_nHYFjcvB9L,4252844,407347,6935,146,5708600,긍정 70%. '흡수력' 키워드 언급 다수.
183,DALBA-CAMP-030,seunghyeon18_instagram,2025-10-28,https://instagram.com/p/mHu8Wrz6d#@,1233441,23486,668,9,464805,긍정 76%. '향기' 키워드 언급 다수.
184,DALBA-CAMP-035,coeseongho_tiktok,2025-10-28,https://instagram.com/p/i&1WalYb)AH,2445019,187185,4544,117,5476068,긍정 86%. '패키징' 키워드 언급 다수.
185,DALBA-CAMP-092,myeongjahwang_instagram,2025-10-28,https://instagram.com/p/Xk6y9Ydk+K#,3379017,314689,12675,235,8508645,긍정 74%. '흡수력' 키워드 언급 다수.
186,DALBA-CAMP-014,jongsu20_youtube,2025-10-28,https://instagram.com/p/72X&pYvk_GT,2459639,66967,2214,23,1376596,긍정 84%. '흡수력' 키워드 언급 다수.
187,DALBA-CAMP-087,yeonghwan48_instagram,2025-10-28,https://instagram.com/p/I83nVAmq^9I,2141580,50292,2496,38,2133358,긍정 72%. '향기' 키워드 언급 다수.
188,DALBA-CAMP-128,hanminseo_youtube,2025-10-28,https://instagram.com/p/uDQ9mTTfx^d,1870532,171054,8276,108,4763664,긍정 81%. '패키징' 키워드 언급 다수.
189,DALBA-CAMP-052,donghyeongim_instagram,2025-10-28,https://instagram.com/p/$7Tq&P!Amy*,194346,2871,139,2,67444,긍정 83%. '흡수력' 키워드 언급 다수.
190,DALBA-CAMP-136,haeunjo_tiktok,2025-10-28,https://instagram.com/p/Q5EQCg^j_4C,2849614,172384,2652,20,773520,긍정 71%. '흡수력' 키워드 언급 다수.
191,DALBA-CAMP-034,ijeongho_tiktok,2025-10-28,https://instagram.com/p/*3b6_W4jDTg,1151814,24326,634,18,610470,긍정 84%. '패키징' 키워드 언급 다수.
192,DALBA-CAMP-005,yeongsug21_youtube,2025-10-28,https://instagram.com/p/^hIE&Nfj0rc,3463680,194266,4515,134,6554878,긍정 95%. '패키징' 키워드 언급 다수.
193,DALBA-CAMP-006,yunseobag_youtube,2025-10-28,https://instagram.com/p/+rAb+W8n)4k,334306,33122,407,9,488943,긍정 78%. '패키징' 키워드 언급 다수.
194,DALBA-CAMP-060,anujin_youtube,2025-10-28,https://instagram.com/p/@AdUzwx2IN8,4202763,169228,4776,124,5360024,긍정 74%. '광채' 키워드 언급 다수.
195,DALBA-CAMP-059,ueunjeong_instagram,2025-10-28,https://instagram.com/p/L+g1OgK)gaz,3873387,213958,7526,114,3523398,긍정 74%. '패키징' 키워드 언급 다수.
196,DALBA-CAMP-156,hyeonjun26_tiktok,2025-10-28,https://instagram.com/p/4VTA_Tps*65,4070645,293973,8544,167,6159461,긍정 88%. '흡수력' 키워드 언급 다수.
197,DALBA-CAMP-030,gimmyeongja_youtube,2025-10-28,https://instagram.com/p/+dDxV!dY47h,3478500,170466,2137,12,540384,긍정 79%. '패키징' 키워드 언급 다수.
198,DALBA-CAMP-129,hbaeg_youtube,2025-10-28,https://instagram.com/p/IcJKOj%e!4D,3497326,59728,2364,68,3904016,긍정 73%. '흡수력' 키워드 언급 다수.
199,DALBA-CAMP-083,gyeongsug65_instagram,2025-10-28,https://instagram.com/p/(9B%ozpcQ4C,2549425,186448,8400,66,3792624,긍정 94%. '향기' 키워드 언급 다수.
200,DALBA-CAMP-101,iujin_instagram,2025-10-28,https://instagram.com/p/L(D6L4dll(0,4979055,277551,5180,38,1847294,긍정 95%. '광채' 키워드 언급 다수.
